,housing,campaign,job,age,loan,marital,education
26108,yes,2,services,36,no,married,university.degree
26109,yes,5,blue-collar,30,no,married,basic.4y
26110,yes,2,unemployed,30,no,single,unknown
26111,no,2,blue-collar,30,no,married,basic.9y
26112,yes,2,housemaid,47,yes,divorced,basic.4y
26113,no,2,blue-collar,36,yes,single,basic.9y
26114,yes,3,technician,32,yes,married,professional.course
26115,yes,3,management,34,no,married,high.school
26116,yes,9,admin.,45,no,divorced,basic.9y
26117,yes,3,entrepreneur,40,yes,married,basic.4y
26118,no,3,blue-collar,31,no,divorced,basic.9y
26119,no,3,admin.,29,yes,divorced,professional.course
26120,yes,4,admin.,50,yes,married,university.degree
26121,yes,2,management,33,no,married,university.degree
26122,yes,4,management,41,yes,married,university.degree
26123,yes,2,technician,55,no,married,high.school
26124,yes,3,blue-collar,36,no,married,basic.6y
26125,no,2,entrepreneur,31,no,married,university.degree
26126,yes,3,entrepreneur,51,no,divorced,university.degree
26127,no,3,technician,31,no,single,university.degree
26128,yes,5,blue-collar,43,no,married,basic.4y
26129,no,4,technician,38,no,married,professional.course
26130,no,3,housemaid,39,no,divorced,high.school
26131,yes,2,blue-collar,45,no,married,basic.9y
26132,no,3,services,48,no,married,high.school
26133,yes,6,blue-collar,46,yes,married,basic.9y
26134,unknown,4,blue-collar,40,unknown,single,basic.9y
26135,yes,7,management,53,no,married,basic.4y
26136,yes,3,services,29,no,single,high.school
26137,no,2,blue-collar,36,yes,married,basic.6y
26138,yes,2,technician,29,yes,single,professional.course
26139,no,2,admin.,53,no,married,high.school
26140,yes,3,management,54,no,married,basic.6y
26141,no,5,admin.,36,no,single,university.degree
26142,yes,2,unemployed,53,no,married,basic.9y
26143,yes,2,entrepreneur,33,yes,married,university.degree
26144,no,2,services,29,no,married,basic.6y
26145,no,3,unemployed,30,no,single,professional.course
26146,yes,2,entrepreneur,38,no,married,professional.course
26147,no,3,blue-collar,30,no,married,basic.4y
26148,yes,2,entrepreneur,50,no,married,university.degree
26149,no,2,blue-collar,38,no,single,basic.4y
26150,no,3,services,30,no,married,high.school
26151,yes,4,admin.,36,no,single,university.degree
26152,yes,2,technician,52,yes,married,basic.9y
26153,yes,4,self-employed,53,no,married,university.degree
26154,no,3,technician,38,no,married,professional.course
26155,no,2,admin.,31,no,married,university.degree
26156,yes,2,admin.,48,no,married,university.degree
26157,yes,2,admin.,33,no,single,high.school
26158,no,3,blue-collar,38,no,married,basic.9y
26159,no,3,management,48,no,married,university.degree
26160,yes,3,technician,38,yes,married,professional.course
26161,yes,5,blue-collar,53,no,divorced,basic.4y
26162,yes,2,technician,34,no,married,professional.course
26163,yes,7,admin.,33,yes,married,university.degree
26164,yes,2,management,53,no,married,basic.4y
26165,no,2,admin.,36,no,single,university.degree
26166,yes,2,management,34,yes,single,high.school
26167,yes,2,admin.,37,yes,single,university.degree
26168,yes,2,housemaid,35,no,single,basic.4y
26169,yes,7,entrepreneur,45,no,married,university.degree
26170,no,2,admin.,32,no,single,university.degree
26171,yes,6,admin.,38,no,single,university.degree
26172,yes,4,services,30,no,married,high.school
26173,yes,3,services,38,no,married,unknown
26174,no,3,entrepreneur,31,no,married,basic.9y
26175,yes,6,blue-collar,36,no,married,basic.6y
26176,no,2,blue-collar,29,no,married,high.school
26177,yes,6,blue-collar,53,no,divorced,basic.6y
26178,yes,3,blue-collar,29,no,married,high.school
26179,yes,7,technician,49,no,married,university.degree
26180,yes,2,admin.,30,no,divorced,high.school
26181,yes,2,entrepreneur,39,no,married,professional.course
26182,yes,3,blue-collar,36,no,single,basic.6y
26183,yes,2,self-employed,47,no,single,professional.course
26184,yes,6,management,34,no,married,university.degree
26185,yes,2,management,33,no,single,university.degree
26186,yes,3,blue-collar,41,no,married,basic.4y
26187,no,3,admin.,33,no,single,university.degree
26188,yes,3,technician,41,no,married,basic.9y
26189,no,7,services,39,no,married,professional.course
26190,no,2,technician,45,no,divorced,professional.course
26191,no,6,unemployed,29,no,married,basic.4y
26192,no,5,admin.,49,no,divorced,professional.course
26193,no,6,technician,35,no,married,professional.course
26194,yes,2,admin.,31,no,married,university.degree
26195,no,2,blue-collar,53,no,married,basic.9y
26196,yes,7,technician,33,no,married,professional.course
26197,yes,2,admin.,42,no,married,university.degree
26198,yes,2,housemaid,53,no,married,unknown
26199,yes,2,entrepreneur,39,no,married,professional.course
26200,no,2,blue-collar,31,no,married,basic.4y
26201,yes,2,management,37,no,married,unknown
26202,yes,2,admin.,30,no,divorced,high.school
26203,yes,2,services,31,no,married,basic.9y
26204,yes,2,services,48,no,single,unknown
26205,no,3,admin.,44,no,single,professional.course
26206,yes,7,technician,34,yes,married,professional.course
26207,no,2,management,37,no,married,unknown
26208,yes,2,unemployed,31,yes,married,high.school
26209,no,2,technician,30,no,single,university.degree
26210,unknown,2,admin.,37,unknown,married,high.school
26211,unknown,3,blue-collar,43,unknown,divorced,basic.9y
26212,no,6,admin.,31,no,married,university.degree
26213,no,2,blue-collar,30,no,married,basic.6y
26214,yes,2,blue-collar,36,no,married,high.school
26215,no,2,technician,47,no,married,professional.course
26216,no,2,services,37,no,divorced,basic.6y
26217,no,6,unemployed,51,no,divorced,university.degree
26218,yes,3,self-employed,42,no,married,high.school
26219,yes,1,admin.,29,no,unknown,professional.course
26220,no,1,management,52,no,married,university.degree
26221,yes,1,management,52,no,married,university.degree
26222,yes,1,management,53,no,married,university.degree
26223,no,1,management,53,no,married,university.degree
26224,yes,1,unemployed,37,no,single,university.degree
26225,no,1,technician,29,no,married,professional.course
26226,yes,1,management,46,no,married,university.degree
26227,no,3,blue-collar,45,no,married,basic.6y
26228,yes,5,self-employed,52,no,divorced,basic.9y
26229,no,1,entrepreneur,32,no,single,university.degree
26230,yes,4,unemployed,46,no,married,basic.6y
26231,yes,2,entrepreneur,39,no,married,professional.course
26232,no,1,technician,44,no,single,university.degree
26233,no,2,admin.,36,no,married,university.degree
26234,no,1,services,40,no,single,basic.6y
26235,no,3,admin.,55,no,married,basic.9y
26236,yes,1,retired,58,no,married,high.school
26237,yes,3,management,38,no,divorced,high.school
26238,no,1,services,40,no,single,basic.6y
26239,no,1,entrepreneur,44,no,married,university.degree
26240,no,1,services,40,no,single,basic.6y
26241,yes,1,services,33,no,single,high.school
26242,no,1,technician,42,yes,married,high.school
26243,no,2,entrepreneur,56,no,married,university.degree
26244,no,1,retired,58,no,married,high.school
26245,no,1,admin.,33,no,single,university.degree
26246,yes,1,blue-collar,32,no,single,basic.9y
26247,no,3,technician,47,no,married,professional.course
26248,no,1,housemaid,56,no,married,basic.9y
26249,no,1,entrepreneur,37,no,married,high.school
26250,no,2,management,58,no,married,unknown
26251,no,1,services,31,yes,married,high.school
26252,no,1,entrepreneur,30,no,single,university.degree
26253,no,1,blue-collar,35,no,single,basic.6y
26254,yes,1,admin.,32,no,single,high.school
26255,yes,8,admin.,44,no,single,professional.course
26256,yes,1,services,31,no,married,high.school
26257,no,1,technician,36,no,single,basic.9y
26258,no,1,blue-collar,35,no,single,basic.6y
26259,yes,1,technician,34,yes,married,high.school
26260,yes,1,blue-collar,40,yes,married,basic.4y
26261,yes,1,entrepreneur,55,yes,divorced,university.degree
26262,yes,2,management,34,yes,single,university.degree
26263,yes,2,admin.,45,yes,married,unknown
26264,no,1,admin.,46,no,married,university.degree
26265,yes,1,student,29,no,single,high.school
26266,unknown,1,admin.,32,unknown,married,professional.course
26267,no,1,admin.,36,no,single,university.degree
26268,no,4,blue-collar,32,no,married,unknown
26269,no,1,services,43,no,married,high.school
26270,yes,1,technician,53,no,married,professional.course
26271,no,1,management,31,no,single,university.degree
26272,yes,1,management,31,no,single,university.degree
26273,no,1,technician,34,no,married,high.school
26274,yes,1,housemaid,29,no,married,high.school
26275,unknown,1,self-employed,46,unknown,divorced,basic.9y
26276,no,1,admin.,31,no,single,university.degree
26277,yes,9,blue-collar,47,no,married,basic.9y
26278,no,2,management,42,no,married,university.degree
26279,yes,1,blue-collar,31,no,married,basic.9y
26280,no,1,admin.,31,no,single,university.degree
26281,no,1,self-employed,46,no,divorced,basic.9y
26282,yes,1,technician,32,no,married,university.degree
26283,no,1,admin.,36,no,single,university.degree
26284,yes,1,unemployed,30,no,married,basic.9y
26285,yes,1,admin.,31,no,single,university.degree
26286,no,1,admin.,32,yes,single,high.school
26287,no,1,admin.,48,no,married,university.degree
26288,yes,1,admin.,32,no,divorced,university.degree
26289,yes,5,technician,30,no,married,university.degree
26290,yes,1,admin.,56,no,divorced,university.degree
26291,no,3,blue-collar,30,yes,single,university.degree
26292,yes,2,admin.,30,no,divorced,high.school
26293,no,4,admin.,52,yes,married,university.degree
26294,yes,1,services,41,no,single,high.school
26295,yes,1,admin.,32,no,divorced,university.degree
26296,yes,2,management,34,no,married,university.degree
26297,yes,2,management,46,yes,married,university.degree
26298,no,1,entrepreneur,45,no,married,university.degree
26299,yes,1,technician,53,yes,divorced,high.school
26300,no,1,blue-collar,45,no,single,high.school
26301,no,1,admin.,31,no,married,university.degree
26302,no,1,technician,53,no,divorced,high.school
26303,yes,1,technician,29,no,single,university.degree
26304,yes,1,admin.,36,no,single,university.degree
26305,yes,1,blue-collar,44,no,single,basic.6y
26306,yes,1,admin.,36,no,married,high.school
26307,yes,1,admin.,36,no,single,university.degree
26308,yes,1,management,34,no,married,university.degree
26309,yes,2,management,48,no,single,university.degree
26310,no,1,technician,53,no,divorced,high.school
26311,no,2,admin.,30,no,single,basic.9y
26312,no,3,entrepreneur,38,no,married,basic.9y
26313,yes,1,services,29,no,married,high.school
26314,no,1,technician,30,no,married,university.degree
26315,yes,1,blue-collar,32,no,divorced,university.degree
26316,no,1,technician,30,yes,married,university.degree
26317,yes,1,blue-collar,40,no,married,basic.4y
26318,no,1,management,43,no,married,university.degree
26319,no,1,admin.,31,no,single,university.degree
26320,yes,1,technician,32,no,married,professional.course
26321,yes,1,entrepreneur,35,no,married,university.degree
26322,yes,2,blue-collar,38,no,married,basic.4y
26323,yes,1,entrepreneur,50,no,married,basic.4y
26324,yes,2,entrepreneur,35,no,married,high.school
26325,yes,1,services,33,yes,married,high.school
26326,yes,2,admin.,29,no,single,high.school
26327,yes,1,admin.,36,no,single,university.degree
26328,yes,1,services,31,no,single,high.school
26329,unknown,4,technician,34,unknown,married,university.degree
26330,yes,6,admin.,40,no,married,university.degree
26331,unknown,1,unemployed,49,unknown,divorced,high.school
26332,no,2,housemaid,29,no,married,high.school
26333,yes,1,services,31,no,single,high.school
26334,yes,1,technician,32,no,single,university.degree
26335,no,1,entrepreneur,32,yes,single,university.degree
26336,no,1,blue-collar,50,no,married,professional.course
26337,no,1,entrepreneur,32,yes,single,university.degree
26338,yes,2,unemployed,36,no,married,basic.6y
26339,yes,2,blue-collar,38,no,married,basic.4y
26340,yes,1,unemployed,44,no,married,university.degree
26341,no,1,technician,32,no,single,university.degree
26342,no,1,technician,32,no,single,university.degree
26343,yes,1,management,44,no,married,university.degree
26344,yes,1,admin.,29,no,single,university.degree
26345,no,1,management,44,no,married,university.degree
26346,yes,2,entrepreneur,32,yes,single,university.degree
26347,yes,5,technician,31,no,single,university.degree
26348,yes,2,admin.,56,no,divorced,university.degree
26349,no,5,entrepreneur,38,no,married,basic.9y
26350,no,1,retired,58,no,married,professional.course
26351,yes,1,management,46,no,married,unknown
26352,yes,1,management,38,no,married,university.degree
26353,no,2,admin.,29,no,married,high.school
26354,yes,1,unemployed,32,no,married,high.school
26355,yes,1,admin.,32,no,married,high.school
26356,yes,1,admin.,31,no,single,university.degree
26357,no,1,management,32,no,married,university.degree
26358,yes,1,services,30,no,married,high.school
26359,yes,1,unemployed,32,no,married,high.school
26360,yes,1,admin.,30,no,married,university.degree
26361,yes,1,services,30,no,married,high.school
26362,yes,5,blue-collar,58,no,divorced,basic.4y
26363,no,1,management,45,no,married,professional.course
26364,yes,1,technician,31,no,single,professional.course
26365,no,1,management,50,no,married,university.degree
26366,no,1,services,29,no,single,high.school
26367,no,1,management,38,no,married,professional.course
26368,yes,2,admin.,35,no,married,university.degree
26369,yes,1,management,38,no,married,professional.course
26370,yes,1,management,38,no,married,professional.course
26371,yes,1,admin.,30,no,single,university.degree
26372,yes,2,unemployed,37,no,married,professional.course
26373,yes,1,technician,36,no,married,professional.course
26374,no,1,admin.,29,no,single,university.degree
26375,yes,6,management,33,no,single,professional.course
26376,yes,2,admin.,32,no,married,professional.course
26377,yes,1,blue-collar,29,no,married,high.school
26378,no,6,retired,55,yes,married,high.school
